,loan_amnt,int_rate,grade,sub_grade,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,term_months,emp_length_yrs,fico_score,loan_to_income,credit_history_yrs,revol_util_bucket,log_annual_inc,log_revol_bal,int_rate_sq,addr_state_freq
769,21275.0,14.85,C,C5,MORTGAGE,56035.0,Verified,debt_consolidation,32.79,0.0,1.0,12.0,0.0,17826.0,65.1,17.0,w,Individual,0.0,0.0,36,4.0,687.0,0.37967341839921476,15.83025325119781,high,10.933749620316004,9.788469440951861,220.52249999999998,0.01820020222446916
1679,12050.0,14.85,C,C5,OWN,85000.0,Source Verified,vacation,12.88,2.0,0.0,8.0,1.0,3154.0,24.8,47.0,w,Individual,0.0,0.0,36,10.0,662.0,0.14176470588235293,14.99794661190965,low,11.350418300109132,8.056743774975313,220.52249999999998,0.08133917537355353
5804,30000.0,19.89,E,E3,MORTGAGE,100000.0,Source Verified,credit_card,12.41,0.0,2.0,11.0,0.0,15687.0,30.6,15.0,w,Individual,1.0,0.0,60,1.0,692.0,0.3,4.0,medium,11.51293546492023,9.660651367876183,395.6121,0.022244691607684528
6216,20000.0,16.59,D,D2,MORTGAGE,115000.0,Source Verified,debt_consolidation,14.35,0.0,1.0,15.0,0.0,17388.0,85.2,34.0,w,Individual,0.0,0.0,36,5.0,662.0,0.17391304347826086,10.33264887063655,high,11.652696102959753,9.76359310138207,275.2281,0.08133917537355353
4983,12000.0,12.88,C,C2,RENT,75000.0,Source Verified,debt_consolidation,17.01,0.0,0.0,10.0,0.0,9568.0,73.6,25.0,w,Individual,1.0,0.0,60,5.0,722.0,0.16,19.33196440793977,high,11.225256725762893,9.166283985779263,165.89440000000002,0.08077744073699585
6905,10000.0,10.78,B,B4,MORTGAGE,80000.0,Source Verified,credit_card,13.67,0.0,0.0,9.0,0.0,21391.0,83.2,12.0,w,Individual,1.0,0.0,36,2.0,697.0,0.125,13.828884325804244,high,11.289794413577894,9.970772299341725,116.20839999999998,0.1468374339961802
2582,27000.0,18.99,E,E1,MORTGAGE,60000.0,Verified,debt_consolidation,21.4,0.0,2.0,8.0,1.0,18131.0,78.0,14.0,w,Individual,0.0,1.0,36,2.0,677.0,0.45,27.583846680355922,high,11.002116507732017,9.805433612060739,360.6200999999999,0.1468374339961802
7941,17000.0,11.99,C,C1,MORTGAGE,60000.0,Not Verified,debt_consolidation,28.76,0.0,1.0,12.0,1.0,15374.0,59.8,19.0,w,Joint App,2.0,0.0,36,8.0,707.0,0.2833333333333333,8.24914442162902,medium,11.002116507732017,9.640498092674719,143.7601,0.1468374339961802
6811,17000.0,11.48,B,B5,OWN,68000.0,Verified,debt_consolidation,21.48,0.0,1.0,13.0,0.0,23264.0,86.8,23.0,w,Individual,0.0,0.0,36,10.0,667.0,0.25,15.080082135523615,high,11.127277689932466,10.054705364278748,131.7904,0.015054488259746096
7438,20075.0,18.2,E,E1,MORTGAGE,120000.0,Verified,debt_consolidation,32.82,0.0,0.0,12.0,0.0,44800.0,75.0,26.0,w,Individual,5.0,0.0,60,6.0,707.0,0.16729166666666667,9.585215605749486,high,11.695255355062795,10.709985739582528,331.23999999999995,0.08133917537355353
8461,8000.0,7.26,A,A4,RENT,78000.0,Verified,debt_consolidation,18.4,0.0,0.0,10.0,0.0,21707.0,40.2,17.0,w,Individual,0.0,0.0,36,3.0,727.0,0.10256410256410256,19.83025325119781,medium,11.264476926102367,9.985436135183296,52.7076,0.1468374339961802
9901,19775.0,9.76,B,B3,RENT,43000.0,Source Verified,debt_consolidation,14.7,0.0,0.0,9.0,0.0,23400.0,57.4,14.0,w,Individual,0.0,0.0,36,0.0,712.0,0.45988372093023255,34.75154004106776,medium,10.668978650219241,10.060534035475412,95.2576,0.014942141332434558
667,12500.0,10.78,B,B4,MORTGAGE,34000.0,Verified,debt_consolidation,27.11,0.0,0.0,14.0,0.0,28554.0,66.3,30.0,w,Individual,5.0,0.0,36,10.0,687.0,0.36764705882352944,17.166324435318277,high,10.434145214930487,10.259587331098963,116.20839999999998,0.07257611504325356
4454,35000.0,8.49,B,B1,MORTGAGE,150000.0,Not Verified,debt_consolidation,18.88,0.0,0.0,11.0,0.0,75272.0,77.3,23.0,w,Individual,5.0,0.0,36,4.0,717.0,0.23333333333333334,30.751540041067763,high,11.918397239722838,11.228876783750868,72.0801,0.02617683406358836
2109,18000.0,9.17,B,B2,MORTGAGE,80000.0,Not Verified,credit_card,6.47,0.0,0.0,7.0,0.0,14074.0,82.3,23.0,w,Individual,3.0,0.0,36,10.0,667.0,0.225,14.913073237508556,high,11.289794413577894,9.552155453007892,84.0889,0.08133917537355353
5287,12000.0,9.17,B,B2,RENT,50000.0,Source Verified,debt_consolidation,20.45,2.0,0.0,10.0,0.0,15336.0,43.3,12.0,w,Individual,0.0,0.0,36,10.0,662.0,0.24,20.914442162902123,medium,10.819798284210286,9.638023488650779,84.0889,0.1468374339961802
557,25000.0,5.32,A,A1,MORTGAGE,300000.0,Not Verified,home_improvement,9.14,0.0,0.0,10.0,1.0,7543.0,33.5,27.0,w,Individual,1.0,1.0,36,10.0,752.0,0.08333333333333333,22.417522245037645,medium,12.611541086966115,8.928507824313293,28.302400000000002,0.07257611504325356
6276,12000.0,12.88,C,C2,MORTGAGE,75000.0,Not Verified,debt_consolidation,19.58,0.0,0.0,10.0,0.0,16206.0,62.6,21.0,w,Individual,2.0,0.0,60,0.0,707.0,0.16,10.080766598220396,high,11.225256725762893,9.693198526658119,165.89440000000002,0.02640152791821144
5380,3450.0,23.13,F,F2,RENT,29000.0,Verified,debt_consolidation,6.62,0.0,2.0,5.0,0.0,5977.0,89.2,6.0,w,Individual,0.0,0.0,36,7.0,662.0,0.11896551724137931,8.334017796030116,high,10.275085591132715,8.695841342843883,534.9969,0.07257611504325356
4059,20000.0,11.99,C,C1,RENT,67500.0,Not Verified,debt_consolidation,13.44,0.0,0.0,6.0,0.0,20721.0,90.1,16.0,w,Individual,0.0,0.0,60,10.0,727.0,0.2962962962962963,21.752224503764545,maxed,11.119897691565697,9.938951216811697,143.7601,0.08077744073699585
8708,35000.0,13.67,C,C4,RENT,72000.0,Source Verified,credit_card,36.98,0.0,1.0,21.0,0.0,38336.0,77.3,40.0,w,Individual,3.0,0.0,60,7.0,697.0,0.4861111111111111,21.418206707734427,high,11.184435286790631,10.554170766276812,186.8689,0.005392652510953826
8258,24000.0,11.99,C,C1,OWN,68000.0,Source Verified,debt_consolidation,26.09,3.0,3.0,19.0,0.0,25307.0,38.7,56.0,w,Individual,4.0,0.0,36,8.0,667.0,0.35294117647058826,29.66735112936345,medium,11.127277689932466,10.138875830266775,143.7601,0.007864284911807662
7374,16000.0,17.86,D,D5,MORTGAGE,90000.0,Source Verified,debt_consolidation,20.23,1.0,2.0,15.0,0.0,11802.0,61.5,32.0,w,Individual,1.0,0.0,60,10.0,677.0,0.17777777777777778,20.249144421629023,high,11.407576060361786,9.37610901542907,318.9796,0.08133917537355353
3287,1000.0,16.59,D,D2,RENT,21600.0,Not Verified,debt_consolidation,37.44,0.0,1.0,8.0,0.0,9568.0,73.6,17.0,w,Individual,0.0,0.0,36,6.0,677.0,0.046296296296296294,12.752908966461328,high,9.980494888896912,9.166283985779263,275.2281,0.1468374339961802
2724,30000.0,11.99,C,C1,RENT,77000.0,Source Verified,credit_card,23.74,0.0,0.0,18.0,0.0,35741.0,74.5,29.0,w,Individual,0.0,0.0,36,10.0,697.0,0.38961038961038963,12.829568788501026,high,11.251573687764477,10.484081746856742,143.7601,0.1468374339961802
8250,14400.0,10.64,B,B4,RENT,48000.0,Not Verified,debt_consolidation,21.23,0.0,0.0,9.0,0.0,1376.0,7.4,17.0,w,Individual,2.0,0.0,60,4.0,722.0,0.3,11.498973305954825,low,10.77897712300635,7.227662498728654,113.20960000000001,0.029771935737557577
6055,10000.0,9.8,B,B3,OWN,123000.0,Not Verified,home_improvement,8.56,0.0,1.0,14.0,0.0,5317.0,16.8,29.0,w,Individual,2.0,0.0,36,3.0,692.0,0.08130081300813008,13.585215605749486,low,11.719947764402805,8.578852571802965,96.04000000000002,0.08133917537355353
7289,17750.0,17.57,D,D4,RENT,41000.0,Not Verified,debt_consolidation,30.27,0.0,0.0,22.0,0.0,16910.0,72.3,32.0,w,Individual,0.0,0.0,60,8.0,687.0,0.4329268292682927,20.914442162902123,high,10.62135173563291,9.735719576749684,308.7049,0.014155712841253791
3480,19200.0,7.49,A,A4,MORTGAGE,95000.0,Not Verified,credit_card,16.94,0.0,0.0,33.0,0.0,34270.0,34.7,60.0,w,Individual,4.0,0.0,36,9.0,707.0,0.20210526315789473,28.58590006844627,medium,11.461642696843066,10.442054794483777,56.100100000000005,0.02617683406358836
8733,18000.0,18.99,E,E3,OWN,77000.0,Verified,debt_consolidation,15.06,1.0,1.0,10.0,0.0,14375.0,88.2,36.0,w,Individual,0.0,0.0,60,10.0,667.0,0.23376623376623376,28.16700889801506,high,11.251573687764477,9.573315428463395,360.6200999999999,0.03538928210313448
800,21000.0,9.17,B,B2,MORTGAGE,85000.0,Source Verified,credit_card,14.65,1.0,0.0,12.0,0.0,28624.0,83.7,28.0,w,Individual,6.0,0.0,36,4.0,687.0,0.24705882352941178,16.418891170431213,high,11.350418300109132,10.26203574085654,84.0889,0.028423772609819122
6127,10000.0,9.8,B,B3,MORTGAGE,175000.0,Not Verified,credit_card,7.97,0.0,1.0,6.0,0.0,8898.0,91.7,17.0,w,Individual,1.0,0.0,36,10.0,667.0,0.05714285714285714,12.829568788501026,maxed,12.072546967175038,9.093694189856862,96.04000000000002,0.1468374339961802
1019,15500.0,11.99,C,C1,MORTGAGE,55000.0,Not Verified,debt_consolidation,12.63,1.0,1.0,8.0,0.0,5352.0,28.2,29.0,w,Individual,7.0,0.0,36,10.0,667.0,0.2818181818181818,29.752224503764545,low,10.915106645867501,8.585412430393381,143.7601,0.01820020222446916
9522,4800.0,13.18,C,C3,MORTGAGE,50000.0,Verified,debt_consolidation,20.36,0.0,0.0,9.0,0.0,12216.0,56.8,22.0,w,Individual,1.0,0.0,36,10.0,662.0,0.096,10.080766598220396,medium,10.819798284210286,9.41058370340406,173.7124,0.1468374339961802
9619,12000.0,8.38,B,B1,MORTGAGE,60000.0,Source Verified,debt_consolidation,4.4,1.0,0.0,8.0,0.0,7523.0,30.0,22.0,w,Individual,3.0,0.0,36,10.0,692.0,0.2,21.828884325804243,low,11.002116507732017,8.92585319042092,70.22440000000002,0.012695202786203797
6449,7000.0,11.48,B,B5,RENT,40000.0,Verified,debt_consolidation,27.87,0.0,2.0,11.0,0.0,4232.0,14.5,21.0,w,Individual,0.0,0.0,36,4.0,757.0,0.175,8.668035592060233,low,10.596659732783579,8.350666240520923,131.7904,0.022244691607684528
2913,3400.0,9.8,B,B3,MORTGAGE,45000.0,Source Verified,home_improvement,15.09,2.0,0.0,12.0,0.0,917.0,28.7,14.0,w,Individual,1.0,0.0,36,10.0,702.0,0.07555555555555556,27.750855578370977,low,10.714439990727769,6.82219739062049,96.04000000000002,0.014155712841253791
138,2400.0,17.27,D,D3,MORTGAGE,52000.0,Verified,home_improvement,28.38,1.0,1.0,16.0,1.0,7763.0,41.5,18.0,w,Individual,0.0,0.0,36,2.0,672.0,0.046153846153846156,14.417522245037645,medium,10.859018228147885,8.9572529442889,298.2529,0.014942141332434558
3063,12000.0,9.8,B,B3,RENT,34180.0,Verified,debt_consolidation,30.34,0.0,1.0,6.0,0.0,6855.0,69.2,14.0,w,Individual,0.0,0.0,36,,727.0,0.3510825043885313,17.828884325804243,high,10.439425213116973,8.832879460277615,96.04000000000002,0.02617683406358836
6069,15700.0,11.99,C,C1,MORTGAGE,61000.0,Not Verified,debt_consolidation,15.64,1.0,1.0,19.0,0.0,16093.0,23.9,38.0,w,Individual,1.0,0.0,60,9.0,707.0,0.2573770491803279,14.99794661190965,low,11.0186455364637,9.686201810706077,143.7601,0.01752612066059993
8828,9975.0,11.22,B,B5,MORTGAGE,70000.0,Source Verified,medical,0.45,0.0,0.0,3.0,0.0,1199.0,21.0,8.0,w,Individual,1.0,0.0,36,10.0,697.0,0.1425,9.66735112936345,low,11.156264806643742,7.090076835776092,125.88840000000002,0.012695202786203797
3437,12000.0,10.78,B,B4,MORTGAGE,60000.0,Not Verified,debt_consolidation,4.36,0.0,1.0,17.0,1.0,6606.0,33.9,25.0,w,Individual,3.0,1.0,60,2.0,702.0,0.2,21.248459958932237,medium,11.002116507732017,8.795884972029885,116.20839999999998,0.03460285361195371
762,3600.0,10.78,B,B4,MORTGAGE,39000.0,Not Verified,credit_card,9.48,0.0,0.0,4.0,0.0,18838.0,33.6,8.0,w,Individual,3.0,0.0,36,7.0,767.0,0.09230769230769231,28.501026694045173,medium,10.571342565808699,9.843684468165375,116.20839999999998,0.03583866981238063
3261,16000.0,19.89,E,E3,RENT,90000.0,Verified,credit_card,24.9,0.0,0.0,14.0,0.0,26917.0,90.3,15.0,w,Individual,0.0,0.0,60,4.0,677.0,0.17777777777777778,7.080082135523614,maxed,11.407576060361786,10.200550486793661,395.6121,0.012021121222334568
8578,13650.0,16.99,D,D3,RENT,44000.0,Verified,credit_card,36.85,0.0,0.0,8.0,0.0,4694.0,46.9,18.0,w,Individual,0.0,0.0,60,3.0,712.0,0.31022727272727274,5.66735112936345,medium,10.691967639914864,8.454253391642363,288.66009999999994,0.08133917537355353
2361,24000.0,9.17,B,B2,MORTGAGE,145000.0,Not Verified,debt_consolidation,9.96,0.0,1.0,9.0,0.0,24670.0,84.5,13.0,w,Individual,1.0,0.0,36,10.0,692.0,0.16551724137931034,22.16563997262149,high,11.884495917930654,10.113383743764707,84.0889,0.1468374339961802
6868,27275.0,22.45,F,F1,MORTGAGE,62000.0,Source Verified,debt_consolidation,31.94,0.0,0.0,13.0,0.0,16364.0,47.0,42.0,w,Individual,4.0,0.0,60,10.0,682.0,0.4399193548387097,14.247775496235455,medium,11.034905792929415,9.702900186935281,504.00249999999994,0.023592854735422986
8438,35000.0,18.2,E,E1,RENT,120000.0,Source Verified,debt_consolidation,15.98,0.0,2.0,18.0,0.0,36690.0,90.8,37.0,f,Individual,0.0,0.0,60,10.0,662.0,0.2916666666666667,24.58590006844627,maxed,11.695255355062795,10.510286772360844,331.23999999999995,0.1468374339961802
8869,20000.0,6.89,A,A3,MORTGAGE,64000.0,Not Verified,debt_consolidation,18.75,0.0,1.0,14.0,0.0,21353.0,47.1,23.0,w,Individual,3.0,0.0,36,6.0,722.0,0.3125,26.417522245037645,medium,11.06665398721974,9.968994354738248,47.4721,0.03078305808336142
8274,1700.0,9.17,B,B2,RENT,35000.0,Source Verified,credit_card,18.18,1.0,1.0,8.0,0.0,15286.0,60.2,18.0,w,Individual,0.0,0.0,36,0.0,672.0,0.04857142857142857,13.08145106091718,high,10.463131911491967,9.634758073001034,84.0889,0.023592854735422986
1667,15000.0,14.85,C,C5,MORTGAGE,77500.0,Not Verified,debt_consolidation,22.87,0.0,0.0,20.0,0.0,20399.0,51.6,28.0,w,Individual,2.0,0.0,60,0.0,672.0,0.1935483870967742,12.082135523613964,medium,11.258046118483998,9.923290179832307,220.52249999999998,0.01820020222446916
6615,15000.0,13.99,C,C4,MORTGAGE,113900.0,Verified,credit_card,24.58,0.0,0.0,9.0,1.0,20029.0,62.8,16.0,w,Individual,5.0,1.0,36,5.0,687.0,0.13169446883230904,20.0,high,11.643084929027989,9.904986428659864,195.7201,0.1468374339961802
5643,20000.0,6.49,A,A2,RENT,80000.0,Not Verified,major_purchase,9.54,0.0,0.0,10.0,0.0,8805.0,24.3,18.0,w,Individual,0.0,0.0,36,1.0,737.0,0.25,10.080766598220396,low,11.289794413577894,9.083188586315698,42.1201,0.03583866981238063
7237,25000.0,11.22,B,B5,MORTGAGE,66509.0,Source Verified,credit_card,17.97,0.0,0.0,28.0,0.0,6015.0,45.6,44.0,w,Individual,2.0,0.0,36,5.0,687.0,0.3758889774316258,9.418206707734429,medium,11.105107591278466,8.702177865629675,125.88840000000002,0.029771935737557577
8380,4000.0,11.99,C,C1,RENT,61000.0,Source Verified,credit_card,21.31,1.0,0.0,11.0,0.0,3250.0,61.3,32.0,w,Individual,2.0,0.0,36,3.0,677.0,0.06557377049180328,14.165639972621491,high,11.0186455364637,8.086717920303904,143.7601,0.01752612066059993
3579,35000.0,11.99,C,C1,MORTGAGE,154000.0,Source Verified,credit_card,26.1,0.0,0.0,13.0,0.0,53444.0,80.5,23.0,w,Individual,2.0,0.0,60,4.0,707.0,0.22727272727272727,21.998631074606433,high,11.944714374881176,10.886408366708046,143.7601,0.08133917537355353
7693,16000.0,21.99,F,F1,RENT,40000.0,Verified,credit_card,34.77,0.0,0.0,22.0,0.0,18696.0,85.0,36.0,w,Individual,0.0,0.0,60,2.0,662.0,0.4,7.83025325119781,high,10.596659732783579,9.836118362165275,483.5600999999999,0.03078305808336142
3933,14000.0,18.49,D,D5,RENT,45000.0,Verified,small_business,17.44,1.0,1.0,9.0,0.0,4695.0,35.6,13.0,w,Individual,0.0,0.0,60,5.0,667.0,0.3111111111111111,10.499657768651609,medium,10.714439990727769,8.454466361507933,341.88009999999997,0.028423772609819122
2400,23000.0,10.78,B,B4,MORTGAGE,50000.0,Not Verified,credit_card,29.5,2.0,0.0,23.0,0.0,25305.0,47.1,39.0,w,Individual,1.0,0.0,36,0.0,692.0,0.46,22.666666666666668,medium,10.819798284210286,10.138796800749208,116.20839999999998,0.02640152791821144
8988,23450.0,12.59,C,C2,OWN,51000.0,Not Verified,debt_consolidation,16.89,0.0,0.0,7.0,0.0,12423.0,59.4,22.0,w,Individual,7.0,0.0,36,2.0,692.0,0.4598039215686274,15.915126625598905,medium,10.839600519357369,9.427385364828522,158.50809999999998,0.023592854735422986
8596,28000.0,7.89,A,A5,MORTGAGE,75000.0,Not Verified,debt_consolidation,14.46,0.0,0.0,6.0,0.0,41174.0,74.9,14.0,w,Individual,2.0,0.0,36,5.0,717.0,0.37333333333333335,14.666666666666666,high,11.225256725762893,10.62558655504584,62.25209999999999,0.08133917537355353
3242,35000.0,13.99,C,C4,MORTGAGE,108000.0,Verified,debt_consolidation,35.9,0.0,1.0,20.0,0.0,24021.0,31.9,36.0,w,Individual,5.0,0.0,60,6.0,757.0,0.32407407407407407,20.334017796030118,medium,11.58989576532275,10.086725356114435,195.7201,0.1468374339961802
1855,3800.0,27.49,G,G2,RENT,43000.0,Verified,debt_consolidation,39.69,0.0,1.0,12.0,0.0,3403.0,59.7,41.0,w,Individual,0.0,0.0,36,3.0,662.0,0.08837209302325581,7.1649555099247095,medium,10.668978650219241,8.132706489693264,755.7000999999999,0.01752612066059993
5272,20000.0,10.78,B,B4,MORTGAGE,150000.0,Not Verified,home_improvement,25.02,2.0,1.0,11.0,0.0,3933.0,93.6,27.0,w,Individual,2.0,0.0,36,10.0,712.0,0.13333333333333333,20.334017796030118,maxed,11.918397239722838,8.277411998949004,116.20839999999998,0.01752612066059993
899,16000.0,12.88,C,C2,MORTGAGE,64000.0,Not Verified,debt_consolidation,5.76,0.0,1.0,5.0,0.0,28495.0,79.2,14.0,w,Individual,1.0,0.0,60,10.0,687.0,0.25,25.08145106091718,high,11.06665398721974,10.257519005529442,165.89440000000002,0.07257611504325356
1202,30000.0,7.49,A,A4,MORTGAGE,160630.0,Source Verified,credit_card,19.87,0.0,0.0,11.0,0.0,47323.0,62.1,26.0,w,Individual,3.0,0.0,36,10.0,737.0,0.18676461433107142,12.58590006844627,high,11.986865088019577,10.764772845373553,56.100100000000005,0.03583866981238063
2606,12000.0,5.32,A,A1,MORTGAGE,130000.0,Not Verified,debt_consolidation,14.76,0.0,0.0,10.0,0.0,91189.0,45.2,20.0,f,Individual,3.0,0.0,36,10.0,772.0,0.09230769230769231,28.829568788501028,medium,11.775297421715825,11.42070052092771,28.302400000000002,0.02617683406358836
3054,22925.0,16.55,D,D2,MORTGAGE,49872.95,Source Verified,debt_consolidation,24.62,0.0,0.0,7.0,0.0,17954.0,60.9,12.0,w,Individual,2.0,0.0,60,6.0,722.0,0.459668016429748,11.331964407939767,high,10.817254101338975,9.795623906660182,273.90250000000003,0.01820020222446916
7686,28000.0,7.26,A,A4,MORTGAGE,400000.0,Source Verified,debt_consolidation,14.35,0.0,0.0,16.0,0.0,283815.0,76.5,41.0,w,Individual,5.0,0.0,36,10.0,692.0,0.07,32.75290896646133,high,12.899222326086994,12.556081419849711,52.7076,0.03460285361195371
7844,20000.0,7.89,A,A5,RENT,78000.0,Not Verified,debt_consolidation,8.89,0.0,0.0,4.0,0.0,12384.0,98.3,7.0,w,Individual,2.0,0.0,36,10.0,717.0,0.2564102564102564,30.33264887063655,maxed,11.264476926102367,9.424241341923459,62.25209999999999,0.1468374339961802
2547,10000.0,12.88,C,C2,MORTGAGE,120000.0,Source Verified,debt_consolidation,15.66,0.0,0.0,6.0,0.0,4992.0,22.9,25.0,w,Individual,5.0,0.0,60,10.0,662.0,0.08333333333333333,30.99794661190965,low,11.695255355062795,8.515792210500608,165.89440000000002,0.017189079878665317
2131,12000.0,5.32,A,A1,OWN,84000.0,Verified,credit_card,3.97,0.0,0.0,5.0,0.0,11714.0,32.6,23.0,w,Individual,0.0,0.0,36,10.0,762.0,0.14285714285714285,26.584531143052704,medium,11.338583982516495,9.368625350941896,28.302400000000002,0.010560611167284574
1453,10075.0,13.44,C,C3,RENT,30000.0,Not Verified,debt_consolidation,18.88,0.0,0.0,6.0,1.0,3230.0,34.4,14.0,w,Individual,0.0,0.0,36,2.0,667.0,0.3358333333333333,9.248459958932239,medium,10.308985993422082,8.080546965824498,180.63359999999997,0.1468374339961802
2081,24900.0,13.44,C,C3,MORTGAGE,54139.0,Not Verified,debt_consolidation,22.59,0.0,0.0,8.0,0.0,14875.0,76.7,16.0,w,Individual,6.0,0.0,60,10.0,707.0,0.4599272243669074,25.166324435318277,high,10.899328563168291,9.60750445504496,180.63359999999997,0.011122345803842264
5126,10000.0,7.91,A,A5,MORTGAGE,75000.0,Not Verified,credit_card,10.64,0.0,0.0,16.0,0.0,7624.0,25.3,37.0,w,Individual,6.0,0.0,36,2.0,692.0,0.13333333333333333,10.080766598220396,low,11.225256725762893,8.939187601475613,62.5681,0.012021121222334568
3103,10000.0,11.48,B,B5,RENT,58196.4,Verified,credit_card,27.92,0.0,1.0,11.0,0.0,18932.0,80.2,31.0,w,Individual,0.0,0.0,36,2.0,717.0,0.17183193462138552,12.167008898015059,high,10.971595959182117,9.84866171025235,131.7904,0.027075609482080664
4159,9600.0,7.49,A,A4,MORTGAGE,56000.0,Verified,credit_card,32.21,1.0,0.0,14.0,0.0,14324.0,38.6,28.0,w,Individual,1.0,0.0,36,10.0,692.0,0.17142857142857143,19.33196440793977,medium,10.933124826700706,9.56976154158294,56.100100000000005,0.07257611504325356
1830,6000.0,7.91,A,A5,MORTGAGE,125000.0,Not Verified,debt_consolidation,10.12,0.0,0.0,19.0,0.0,5733.0,13.1,41.0,w,Individual,5.0,0.0,36,10.0,767.0,0.048,11.16495550992471,low,11.736077016252437,8.654168646443315,62.5681,0.01820020222446916
4727,2000.0,10.78,B,B4,RENT,90000.0,Source Verified,credit_card,15.81,2.0,1.0,18.0,0.0,8367.0,36.4,64.0,w,Individual,0.0,0.0,36,5.0,667.0,0.022222222222222223,11.498973305954825,medium,11.407576060361786,9.032170186304704,116.20839999999998,0.03078305808336142
3093,24000.0,6.99,A,A3,MORTGAGE,92000.0,Verified,debt_consolidation,19.83,0.0,1.0,9.0,0.0,31364.0,59.0,28.0,w,Individual,6.0,0.0,36,10.0,742.0,0.2608695652173913,13.998631074606434,medium,11.42955472553732,10.353447900530844,48.8601,0.007864284911807662
1045,30000.0,13.99,C,C4,MORTGAGE,95000.0,Source Verified,debt_consolidation,18.97,0.0,3.0,15.0,0.0,31432.0,61.0,26.0,w,Individual,2.0,0.0,36,10.0,687.0,0.3157894736842105,14.584531143052704,high,11.461642696843066,10.355613575443341,195.7201,0.027749691045949893
3721,15000.0,5.32,A,A1,MORTGAGE,120000.0,Source Verified,home_improvement,5.09,0.0,0.0,4.0,0.0,2996.0,24.6,17.0,f,Individual,6.0,0.0,36,10.0,697.0,0.125,13.585215605749486,low,11.695255355062795,8.005367067316662,28.302400000000002,0.022244691607684528
1599,10000.0,5.32,A,A1,RENT,73500.0,Not Verified,debt_consolidation,3.67,0.0,1.0,6.0,0.0,6845.0,26.0,13.0,w,Individual,0.0,0.0,36,10.0,722.0,0.1360544217687075,18.417522245037645,low,11.205054290550551,8.831419819090131,28.302400000000002,0.027075609482080664
6487,8000.0,10.78,B,B4,RENT,45000.0,Source Verified,moving,14.16,0.0,0.0,10.0,0.0,7551.0,16.7,20.0,w,Individual,0.0,0.0,36,0.0,752.0,0.17777777777777778,8.334017796030116,low,10.714439990727769,8.929567707825337,116.20839999999998,0.08077744073699585
6576,20000.0,11.99,C,C1,MORTGAGE,115000.0,Not Verified,debt_consolidation,5.61,1.0,0.0,4.0,0.0,9078.0,49.6,25.0,w,Individual,7.0,0.0,60,2.0,687.0,0.17391304347826086,18.666666666666668,medium,11.652696102959753,9.113719333371757,143.7601,0.1468374339961802
5618,10000.0,11.99,C,C1,RENT,25000.0,Verified,credit_card,17.41,1.0,1.0,7.0,0.0,18713.0,60.6,15.0,w,Individual,0.0,0.0,36,10.0,677.0,0.4,10.584531143052704,high,10.12667110305036,9.837027185835858,143.7601,0.03538928210313448
1224,16550.0,19.48,E,E2,RENT,46000.0,Verified,small_business,21.84,0.0,1.0,7.0,0.0,4405.0,22.8,46.0,w,Individual,0.0,0.0,36,8.0,722.0,0.35978260869565215,14.247775496235455,low,10.736418414365374,8.390722527362287,379.47040000000004,0.07257611504325356
746,5000.0,6.99,A,A3,MORTGAGE,61000.0,Source Verified,debt_consolidation,30.53,4.0,0.0,15.0,0.0,11513.0,29.5,44.0,w,Individual,3.0,0.0,36,10.0,712.0,0.08196721311475409,14.584531143052704,low,11.0186455364637,9.351318965235755,48.8601,0.02640152791821144
4952,20000.0,5.32,A,A1,MORTGAGE,200000.0,Source Verified,debt_consolidation,10.38,0.0,0.0,24.0,0.0,22385.0,27.1,61.0,w,Individual,4.0,0.0,36,10.0,717.0,0.1,17.418206707734427,low,12.206077645517674,10.016191042449213,28.302400000000002,0.010560611167284574
9378,25000.0,10.64,B,B4,RENT,75000.0,Source Verified,credit_card,16.37,1.0,0.0,4.0,0.0,16036.0,43.3,9.0,w,Individual,2.0,0.0,60,10.0,687.0,0.3333333333333333,24.16700889801506,medium,11.225256725762893,9.682653831508809,113.20960000000001,0.014155712841253791
1894,30000.0,13.99,C,C4,RENT,100000.0,Source Verified,debt_consolidation,22.62,0.0,0.0,5.0,0.0,5290.0,84.0,18.0,w,Individual,2.0,0.0,36,0.0,682.0,0.3,9.66735112936345,high,11.51293546492023,8.57376254290413,195.7201,0.027075609482080664
2687,14150.0,16.59,D,D2,RENT,30798.0,Not Verified,credit_card,9.28,0.0,2.0,4.0,0.0,2161.0,26.0,21.0,w,Individual,3.0,0.0,60,10.0,682.0,0.459445418533671,17.248459958932237,low,10.335237500902116,7.6787889981991535,275.2281,0.029771935737557577
1154,4000.0,11.48,B,B5,MORTGAGE,54704.0,Verified,other,27.34,2.0,0.0,11.0,0.0,8966.0,63.6,33.0,w,Individual,4.0,0.0,36,10.0,707.0,0.07312079555425563,12.914442162902121,high,10.90971039191089,9.101306450952046,131.7904,0.008088978766430738
300,12000.0,6.99,A,A3,MORTGAGE,50000.0,Not Verified,credit_card,20.12,0.0,0.0,13.0,0.0,12242.0,28.9,21.0,w,Individual,1.0,0.0,36,10.0,792.0,0.24,14.913073237508556,low,10.819798284210286,9.412709624073916,48.8601,0.03078305808336142
